ANALOG TESTS,BOUNDARY SCAN TESTS,CONTACT TEST,DISCHARGING CAPACITORS,FAILED_TESTS,FRAMESCAN,HIGH_RANGE_VALUE_TESTS,LINE,LOW_RANGE_VALUE_TESTS,MACHINE,PARENT_CASE_NO,PARENT_CIRCUIT_NO,POWERED ANALOG,POWER UP,SERIAL NO,SHORTS TESTING,TESTJET,WRKSTN_NM
0,0,0,0,4,0,3,Line2,3,CNC_028,CA28,CR282,0,0,C2821,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line2,3,CNC_028,CA28,CR283,0,0,C2831,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line2,1,CNC_028,CA28,,0,0,CR281,0,0,CIRCUIT_LOAD
0,0,0,1,0,0,2,Line2,2,CNC_028,CA28,,0,0,CR282,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line2,2,CNC_028,CA28,,0,1,CR283,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line2,0,CNC_028,,,0,0,CA28_T1,0,0,CASE_LOAD
0,0,0,0,0,0,1,Line2,1,CNC_028,,,0,0,CA28_T2,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line2,3,CNC_028,,,0,0,CA28_T3,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line3,0,CNC_029,CA29,CR291,0,0,C2911,0,0,CAPACITOR_LOAD
0,1,0,0,0,0,1,Line3,2,CNC_029,CA29,CR292,0,0,C2921,0,0,CAPACITOR_LOAD
0,0,0,0,2,1,4,Line3,0,CNC_029,CA29,CR293,0,0,C2931,0,0,CAPACITOR_LOAD
0,0,1,0,0,0,3,Line3,3,CNC_029,CA29,,0,0,CR291,0,0,CIRCUIT_LOAD
0,1,0,0,2,0,1,Line3,1,CNC_029,CA29,,0,0,CR292,0,0,CIRCUIT_LOAD
0,0,0,1,4,0,0,Line3,0,CNC_029,CA29,,0,0,CR293,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,0,Line3,4,CNC_029,,,0,0,CA29_T1,0,0,CASE_LOAD
0,0,0,0,3,0,1,Line3,1,CNC_029,,,0,0,CA29_T2,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line3,2,CNC_029,,,0,0,CA29_T3,0,0,CASE_LOAD
0,1,0,0,2,0,4,Line1,4,CNC_030,CA30,CR301,0,0,C3011,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line1,1,CNC_030,CA30,CR302,0,0,C3021,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line1,0,CNC_030,CA30,CR303,0,0,C3031,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,2,Line1,2,CNC_030,CA30,,0,0,CR301,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,0,Line1,2,CNC_030,CA30,,0,0,CR302,0,0,CIRCUIT_LOAD
0,1,0,0,0,0,2,Line1,2,CNC_030,CA30,,0,0,CR303,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line1,1,CNC_030,,,0,0,CA30_T1,0,0,CASE_LOAD
1,0,0,0,2,0,3,Line1,0,CNC_030,,,0,0,CA30_T2,0,0,CASE_LOAD
0,0,0,1,0,0,4,Line1,3,CNC_030,,,0,0,CA30_T3,0,0,CASE_LOAD
0,0,0,0,0,0,3,Line2,3,CNC_031,CA31,CR311,0,0,C3111,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line2,0,CNC_031,CA31,CR312,0,0,C3121,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,1,CNC_031,CA31,CR313,0,0,C3131,1,0,CAPACITOR_LOAD
0,0,0,0,3,0,0,Line2,1,CNC_031,CA31,,0,0,CR311,0,0,CIRCUIT_LOAD
0,0,0,0,4,0,1,Line2,2,CNC_031,CA31,,0,0,CR312,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_031,CA31,,0,0,CR313,0,0,CIRCUIT_LOAD
0,0,1,0,0,0,2,Line2,4,CNC_031,,,0,0,CA31_T1,0,0,CASE_LOAD
0,0,0,0,2,0,4,Line2,1,CNC_031,,,0,0,CA31_T2,0,0,CASE_LOAD
0,0,0,0,3,0,2,Line2,2,CNC_031,,,0,0,CA31_T3,0,0,CASE_LOAD
0,0,0,0,0,0,1,Line3,1,CNC_032,CA32,CR321,0,0,C3211,0,1,CAPACITOR_LOAD
1,0,0,0,0,0,1,Line3,2,CNC_032,CA32,CR322,0,0,C3221,0,0,CAPACITOR_LOAD
0,0,0,1,0,1,0,Line3,3,CNC_032,CA32,CR323,0,0,C3231,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line3,0,CNC_032,CA32,,0,0,CR321,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line3,1,CNC_032,CA32,,0,0,CR322,0,0,CIRCUIT_LOAD
0,1,0,0,0,0,1,Line3,1,CNC_032,CA32,,0,0,CR323,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line3,2,CNC_032,,,0,0,CA32_T1,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line3,1,CNC_032,,,0,0,CA32_T2,0,0,CASE_LOAD
0,0,0,0,0,0,3,Line3,3,CNC_032,,,0,0,CA32_T3,0,0,CASE_LOAD
0,1,0,0,2,0,3,Line1,3,CNC_033,CA33,CR331,0,0,C3311,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line1,3,CNC_033,CA33,CR332,0,0,C3321,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line1,1,CNC_033,CA33,CR333,0,0,C3331,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line1,3,CNC_033,CA33,,0,0,CR331,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line1,2,CNC_033,CA33,,0,1,CR332,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,4,Line1,2,CNC_033,CA33,,0,0,CR333,0,0,CIRCUIT_LOAD
0,0,0,0,4,0,3,Line1,2,CNC_033,,,0,0,CA33_T1,0,0,CASE_LOAD
0,0,0,0,2,1,2,Line1,2,CNC_033,,,0,0,CA33_T2,0,0,CASE_LOAD
0,0,0,0,1,0,4,Line1,1,CNC_033,,,0,0,CA33_T3,0,0,CASE_LOAD
0,0,0,0,0,0,1,Line2,4,CNC_034,CA34,CR341,0,0,C3411,0,0,CAPACITOR_LOAD
0,0,0,0,3,0,1,Line2,4,CNC_034,CA34,CR342,0,0,C3421,0,0,CAPACITOR_LOAD
0,0,0,0,3,0,4,Line2,1,CNC_034,CA34,CR343,0,0,C3431,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_034,CA34,,0,0,CR341,0,0,CIRCUIT_LOAD
0,0,1,0,2,0,2,Line2,1,CNC_034,CA34,,0,1,CR342,0,0,CIRCUIT_LOAD
1,0,0,0,4,0,4,Line2,1,CNC_034,CA34,,0,0,CR343,0,0,CIRCUIT_LOAD
0,0,1,0,2,0,1,Line2,3,CNC_034,,,0,0,CA34_T1,0,0,CASE_LOAD
0,0,0,0,2,0,2,Line2,0,CNC_034,,,0,1,CA34_T2,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line2,2,CNC_034,,,0,0,CA34_T3,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line3,3,CNC_035,CA35,CR351,0,0,C3511,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line3,1,CNC_035,CA35,CR352,0,0,C3521,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,4,Line3,3,CNC_035,CA35,CR353,0,0,C3531,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,2,Line3,2,CNC_035,CA35,,0,1,CR351,0,1,CIRCUIT_LOAD
1,0,0,0,0,0,3,Line3,1,CNC_035,CA35,,0,0,CR352,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,0,Line3,2,CNC_035,CA35,,0,0,CR353,0,0,CIRCUIT_LOAD
0,0,0,0,3,0,0,Line3,4,CNC_035,,,0,0,CA35_T1,0,0,CASE_LOAD
0,0,0,0,2,0,2,Line3,1,CNC_035,,,0,0,CA35_T2,0,0,CASE_LOAD
0,0,0,0,3,0,2,Line3,1,CNC_035,,,0,0,CA35_T3,0,0,CASE_LOAD
0,0,0,0,3,0,4,Line1,2,CNC_036,CA36,CR361,0,0,C3611,0,0,CAPACITOR_LOAD
0,0,0,1,0,0,2,Line1,2,CNC_036,CA36,CR362,0,0,C3621,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,0,Line1,2,CNC_036,CA36,CR363,0,0,C3631,0,0,CAPACITOR_LOAD
0,0,0,0,0,1,3,Line1,0,CNC_036,CA36,,0,0,CR361,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,1,Line1,1,CNC_036,CA36,,0,0,CR362,0,0,CIRCUIT_LOAD
0,0,0,0,3,0,1,Line1,0,CNC_036,CA36,,0,0,CR363,0,0,CIRCUIT_LOAD
0,0,0,1,2,0,2,Line1,0,CNC_036,,,0,0,CA36_T1,0,0,CASE_LOAD
0,0,0,0,3,0,4,Line1,1,CNC_036,,,0,0,CA36_T2,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line1,2,CNC_036,,,0,0,CA36_T3,0,0,CASE_LOAD
0,0,0,0,0,0,1,Line2,1,CNC_037,CA37,CR371,0,0,C3711,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line2,4,CNC_037,CA37,CR372,0,0,C3721,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,2,CNC_037,CA37,CR373,0,0,C3731,0,0,CAPACITOR_LOAD
0,0,0,1,0,1,4,Line2,2,CNC_037,CA37,,0,0,CR371,0,0,CIRCUIT_LOAD
0,0,0,0,4,0,4,Line2,4,CNC_037,CA37,,0,0,CR372,0,0,CIRCUIT_LOAD
0,0,0,0,4,0,1,Line2,4,CNC_037,CA37,,0,0,CR373,0,0,CIRCUIT_LOAD
0,0,0,0,2,0,1,Line2,0,CNC_037,,,0,0,CA37_T1,0,0,CASE_LOAD
0,0,0,0,0,0,1,Line2,1,CNC_037,,,0,0,CA37_T2,0,0,CASE_LOAD
0,1,0,0,4,0,2,Line2,3,CNC_037,,,0,0,CA37_T3,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line3,0,CNC_038,CA38,CR381,0,0,C3811,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line3,3,CNC_038,CA38,CR382,0,0,C3821,0,0,CAPACITOR_LOAD
0,0,0,1,2,0,2,Line3,1,CNC_038,CA38,CR383,0,0,C3831,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line3,4,CNC_038,CA38,,0,0,CR381,0,0,CIRCUIT_LOAD
0,0,0,0,2,0,4,Line3,1,CNC_038,CA38,,0,0,CR382,0,0,CIRCUIT_LOAD
0,0,0,0,0,1,2,Line3,4,CNC_038,CA38,,0,0,CR383,1,0,CIRCUIT_LOAD
1,0,0,0,1,1,1,Line3,1,CNC_038,,,0,0,CA38_T1,0,0,CASE_LOAD
1,0,0,0,0,0,1,Line3,1,CNC_038,,,0,0,CA38_T2,1,0,CASE_LOAD
1,0,0,0,2,0,0,Line3,2,CNC_038,,,0,0,CA38_T3,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line1,2,CNC_039,CA39,CR391,0,0,C3911,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line1,3,CNC_039,CA39,CR392,0,0,C3921,0,0,CAPACITOR_LOAD
0,0,1,0,2,0,1,Line1,2,CNC_039,CA39,CR393,0,0,C3931,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,2,Line1,1,CNC_039,CA39,,0,0,CR391,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line1,3,CNC_039,CA39,,0,0,CR392,0,0,CIRCUIT_LOAD
0,0,0,0,2,0,3,Line1,2,CNC_039,CA39,,0,0,CR393,0,0,CIRCUIT_LOAD
0,0,0,1,4,0,3,Line1,3,CNC_039,,,0,0,CA39_T1,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line1,2,CNC_039,,,0,0,CA39_T2,0,0,CASE_LOAD
0,0,0,0,0,1,0,Line1,2,CNC_039,,,0,0,CA39_T3,0,0,CASE_LOAD
0,0,0,0,2,0,1,Line2,1,CNC_040,CA40,CR401,0,0,C4011,0,0,CAPACITOR_LOAD
0,0,0,0,3,0,4,Line2,1,CNC_040,CA40,CR402,0,0,C4021,0,0,CAPACITOR_LOAD
0,0,0,0,3,0,1,Line2,1,CNC_040,CA40,CR403,0,0,C4031,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,1,Line2,1,CNC_040,CA40,,0,0,CR401,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line2,4,CNC_040,CA40,,0,0,CR402,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,3,Line2,1,CNC_040,CA40,,0,0,CR403,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,2,Line2,4,CNC_040,,,0,0,CA40_T1,0,0,CASE_LOAD
0,0,0,0,2,0,1,Line2,4,CNC_040,,,0,0,CA40_T2,0,0,CASE_LOAD
0,0,0,0,2,0,1,Line2,3,CNC_040,,,0,0,CA40_T3,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line3,3,CNC_041,CA41,CR411,0,0,C4111,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line3,0,CNC_041,CA41,CR412,0,0,C4121,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,1,Line3,2,CNC_041,CA41,CR413,0,0,C4131,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,1,Line3,2,CNC_041,CA41,,0,0,CR411,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line3,1,CNC_041,CA41,,0,0,CR412,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,0,Line3,3,CNC_041,CA41,,0,0,CR413,0,0,CIRCUIT_LOAD
0,0,0,0,0,1,3,Line3,3,CNC_041,,,0,0,CA41_T1,0,0,CASE_LOAD
0,0,0,0,4,0,1,Line3,4,CNC_041,,,0,0,CA41_T2,0,0,CASE_LOAD
0,0,0,0,1,0,4,Line3,0,CNC_041,,,0,0,CA41_T3,0,0,CASE_LOAD
0,0,0,0,4,0,3,Line1,1,CNC_042,CA42,CR421,0,0,C4211,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,2,Line1,2,CNC_042,CA42,CR422,0,0,C4221,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,1,Line1,2,CNC_042,CA42,CR423,0,0,C4231,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line1,2,CNC_042,CA42,,0,0,CR421,0,0,CIRCUIT_LOAD
0,0,1,0,2,0,2,Line1,2,CNC_042,CA42,,0,0,CR422,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,4,Line1,0,CNC_042,CA42,,0,0,CR423,0,0,CIRCUIT_LOAD
1,0,0,0,0,0,0,Line1,1,CNC_042,,,0,0,CA42_T1,0,0,CASE_LOAD
0,0,1,0,0,0,1,Line1,3,CNC_042,,,0,0,CA42_T2,0,0,CASE_LOAD
1,0,0,0,2,0,2,Line1,1,CNC_042,,,0,0,CA42_T3,0,1,CASE_LOAD
0,0,1,0,2,0,3,Line2,0,CNC_043,CA43,CR431,0,0,C4311,0,0,CAPACITOR_LOAD
0,0,0,1,0,0,4,Line2,0,CNC_043,CA43,CR432,0,0,C4321,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_043,CA43,CR433,0,0,C4331,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,3,CNC_043,CA43,,0,0,CR431,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line2,4,CNC_043,CA43,,0,0,CR432,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_043,CA43,,0,0,CR433,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,4,Line2,1,CNC_043,,,0,0,CA43_T1,0,1,CASE_LOAD
0,1,0,0,0,0,2,Line2,2,CNC_043,,,0,0,CA43_T2,0,0,CASE_LOAD
0,0,0,0,0,0,3,Line2,3,CNC_043,,,0,0,CA43_T3,0,0,CASE_LOAD
0,1,0,0,1,0,3,Line3,3,CNC_044,CA44,CR441,0,0,C4411,0,0,CAPACITOR_LOAD
0,0,0,1,0,1,2,Line3,3,CNC_044,CA44,CR442,0,1,C4421,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line3,1,CNC_044,CA44,CR443,0,0,C4431,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line3,1,CNC_044,CA44,,0,0,CR441,0,1,CIRCUIT_LOAD
0,0,0,0,1,0,1,Line3,4,CNC_044,CA44,,0,0,CR442,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,4,Line3,3,CNC_044,CA44,,0,0,CR443,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line3,1,CNC_044,,,0,0,CA44_T1,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line3,3,CNC_044,,,0,0,CA44_T2,0,0,CASE_LOAD
0,0,0,1,0,0,1,Line3,3,CNC_044,,,0,0,CA44_T3,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line1,3,CNC_045,CA45,CR451,0,0,C4511,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,1,Line1,3,CNC_045,CA45,CR452,0,0,C4521,1,0,CAPACITOR_LOAD
1,0,0,0,3,0,4,Line1,3,CNC_045,CA45,CR453,0,0,C4531,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line1,2,CNC_045,CA45,,0,0,CR451,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,4,Line1,1,CNC_045,CA45,,0,0,CR452,0,0,CIRCUIT_LOAD
0,0,0,1,1,0,3,Line1,2,CNC_045,CA45,,0,0,CR453,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line1,1,CNC_045,,,0,0,CA45_T1,0,0,CASE_LOAD
0,0,0,0,2,0,3,Line1,3,CNC_045,,,0,0,CA45_T2,0,0,CASE_LOAD
0,0,0,0,3,0,1,Line1,3,CNC_045,,,0,0,CA45_T3,0,0,CASE_LOAD
0,0,0,0,2,0,1,Line2,3,CNC_046,CA46,CR461,0,0,C4611,0,0,CAPACITOR_LOAD
0,0,0,0,3,0,1,Line2,0,CNC_046,CA46,CR462,0,0,C4621,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,1,Line2,0,CNC_046,CA46,CR463,0,0,C4631,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line2,1,CNC_046,CA46,,0,0,CR461,0,0,CIRCUIT_LOAD
0,0,1,1,2,0,3,Line2,4,CNC_046,CA46,,0,0,CR462,0,0,CIRCUIT_LOAD
0,0,1,0,0,0,2,Line2,2,CNC_046,CA46,,0,0,CR463,0,0,CIRCUIT_LOAD
1,0,0,0,0,0,1,Line2,2,CNC_046,,,0,0,CA46_T1,0,0,CASE_LOAD
0,0,1,0,0,0,1,Line2,4,CNC_046,,,0,0,CA46_T2,0,0,CASE_LOAD
1,0,0,0,2,0,3,Line2,1,CNC_046,,,0,0,CA46_T3,0,0,CASE_LOAD
0,0,0,0,0,0,1,Line3,4,CNC_047,CA47,CR471,0,0,C4711,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line3,4,CNC_047,CA47,CR472,0,0,C4721,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,3,Line3,1,CNC_047,CA47,CR473,0,0,C4731,0,0,CAPACITOR_LOAD
0,0,1,0,0,0,3,Line3,3,CNC_047,CA47,,0,0,CR471,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,4,Line3,3,CNC_047,CA47,,0,0,CR472,0,0,CIRCUIT_LOAD
0,0,0,0,0,1,4,Line3,1,CNC_047,CA47,,0,0,CR473,0,0,CIRCUIT_LOAD
0,0,0,0,2,0,3,Line3,3,CNC_047,,,0,0,CA47_T1,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line3,2,CNC_047,,,0,0,CA47_T2,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line3,2,CNC_047,,,0,0,CA47_T3,0,0,CASE_LOAD
0,0,0,0,0,0,3,Line1,3,CNC_048,CA48,CR481,0,1,C4811,0,0,CAPACITOR_LOAD
0,0,0,1,1,0,2,Line1,0,CNC_048,CA48,CR482,0,0,C4821,0,0,CAPACITOR_LOAD
0,0,0,1,0,0,1,Line1,2,CNC_048,CA48,CR483,0,0,C4831,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line1,2,CNC_048,CA48,,0,0,CR481,0,0,CIRCUIT_LOAD
1,0,0,0,0,1,1,Line1,2,CNC_048,CA48,,0,0,CR482,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line1,4,CNC_048,CA48,,0,0,CR483,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line1,3,CNC_048,,,0,1,CA48_T1,0,0,CASE_LOAD
0,0,0,0,2,0,2,Line1,2,CNC_048,,,0,0,CA48_T2,0,0,CASE_LOAD
0,0,0,0,2,0,4,Line1,1,CNC_048,,,0,0,CA48_T3,0,0,CASE_LOAD
0,0,0,0,0,0,0,Line2,3,CNC_049,CA49,CR491,0,0,C4911,0,0,CAPACITOR_LOAD
0,0,0,0,1,0,2,Line2,2,CNC_049,CA49,CR492,0,0,C4921,0,0,CAPACITOR_LOAD
0,0,1,0,0,0,2,Line2,4,CNC_049,CA49,CR493,0,0,C4931,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,3,Line2,2,CNC_049,CA49,,0,0,CR491,0,0,CIRCUIT_LOAD
0,0,0,0,3,0,1,Line2,0,CNC_049,CA49,,0,0,CR492,0,0,CIRCUIT_LOAD
0,0,0,0,4,0,4,Line2,1,CNC_049,CA49,,0,0,CR493,0,0,CIRCUIT_LOAD
0,0,0,0,4,0,3,Line2,2,CNC_049,,,0,0,CA49_T1,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line2,2,CNC_049,,,0,0,CA49_T2,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line2,2,CNC_049,,,0,0,CA49_T3,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line3,4,CNC_050,CA50,CR501,0,0,C5011,0,0,CAPACITOR_LOAD
1,0,0,0,0,0,4,Line3,1,CNC_050,CA50,CR502,0,0,C5021,0,0,CAPACITOR_LOAD
0,0,0,0,3,0,0,Line3,4,CNC_050,CA50,CR503,0,0,C5031,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line3,4,CNC_050,CA50,,0,0,CR501,0,0,CIRCUIT_LOAD
0,0,1,0,3,0,2,Line3,4,CNC_050,CA50,,0,1,CR502,0,0,CIRCUIT_LOAD
1,0,0,0,1,0,4,Line3,3,CNC_050,CA50,,0,0,CR503,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,0,Line3,4,CNC_050,,,0,0,CA50_T1,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line3,2,CNC_050,,,0,0,CA50_T2,0,0,CASE_LOAD
0,0,0,0,4,0,1,Line3,2,CNC_050,,,0,0,CA50_T3,0,0,CASE_LOAD
0,0,0,0,0,0,1,Line1,3,CNC_051,CA51,CR511,0,0,C5111,0,0,CAPACITOR_LOAD
0,0,0,0,3,0,4,Line1,1,CNC_051,CA51,CR512,0,0,C5121,0,0,CAPACITOR_LOAD
0,0,0,0,1,0,3,Line1,4,CNC_051,CA51,CR513,0,0,C5131,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line1,1,CNC_051,CA51,,0,0,CR511,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,4,Line1,2,CNC_051,CA51,,0,0,CR512,0,0,CIRCUIT_LOAD
0,0,0,0,2,0,1,Line1,1,CNC_051,CA51,,0,0,CR513,0,0,CIRCUIT_LOAD
0,0,0,0,3,0,0,Line1,4,CNC_051,,,0,0,CA51_T1,0,0,CASE_LOAD
0,1,0,0,2,0,1,Line1,1,CNC_051,,,0,0,CA51_T2,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line1,4,CNC_051,,,0,0,CA51_T3,0,0,CASE_LOAD
0,1,0,0,0,0,2,Line2,0,CNC_052,CA52,CR521,0,0,C5211,1,0,CAPACITOR_LOAD
1,0,0,0,0,0,1,Line2,2,CNC_052,CA52,CR522,0,0,C5221,0,0,CAPACITOR_LOAD
0,0,0,1,3,0,3,Line2,4,CNC_052,CA52,CR523,0,0,C5231,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line2,2,CNC_052,CA52,,0,0,CR521,0,0,CIRCUIT_LOAD
0,0,0,1,2,0,1,Line2,3,CNC_052,CA52,,0,0,CR522,1,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_052,CA52,,0,0,CR523,0,0,CIRCUIT_LOAD
0,0,0,0,2,0,1,Line2,3,CNC_052,,,0,0,CA52_T1,1,0,CASE_LOAD
0,0,0,0,0,0,2,Line2,3,CNC_052,,,0,0,CA52_T2,0,0,CASE_LOAD
0,1,0,0,1,0,2,Line2,2,CNC_052,,,0,0,CA52_T3,0,0,CASE_LOAD
0,0,0,0,3,0,0,Line3,0,CNC_053,CA53,CR531,0,0,C5311,0,1,CAPACITOR_LOAD
0,0,0,1,0,0,4,Line3,1,CNC_053,CA53,CR532,0,0,C5321,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line3,2,CNC_053,CA53,CR533,0,0,C5331,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line3,3,CNC_053,CA53,,0,0,CR531,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,0,Line3,3,CNC_053,CA53,,0,0,CR532,0,0,CIRCUIT_LOAD
0,0,0,0,0,1,1,Line3,2,CNC_053,CA53,,0,0,CR533,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line3,2,CNC_053,,,0,0,CA53_T1,0,0,CASE_LOAD
0,0,0,0,1,0,2,Line3,3,CNC_053,,,0,0,CA53_T2,0,0,CASE_LOAD
0,0,0,0,0,0,1,Line3,0,CNC_053,,,0,1,CA53_T3,0,0,CASE_LOAD
0,0,0,1,0,0,4,Line1,1,CNC_054,CA54,CR541,0,0,C5411,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,3,Line1,2,CNC_054,CA54,CR542,0,0,C5421,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line1,2,CNC_054,CA54,CR543,0,0,C5431,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line1,2,CNC_054,CA54,,0,0,CR541,0,0,CIRCUIT_LOAD
0,0,1,0,0,0,2,Line1,4,CNC_054,CA54,,0,0,CR542,0,0,CIRCUIT_LOAD
0,0,1,0,0,0,1,Line1,1,CNC_054,CA54,,0,0,CR543,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line1,0,CNC_054,,,0,0,CA54_T1,1,0,CASE_LOAD
0,0,0,0,2,0,1,Line1,0,CNC_054,,,0,0,CA54_T2,0,0,CASE_LOAD
0,0,0,0,4,0,1,Line1,2,CNC_054,,,0,0,CA54_T3,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line2,2,CNC_055,CA55,CR551,0,0,C5511,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,2,CNC_055,CA55,CR552,0,0,C5521,0,0,CAPACITOR_LOAD
0,0,1,0,3,1,3,Line2,4,CNC_055,CA55,CR553,0,1,C5531,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,0,CNC_055,CA55,,0,0,CR551,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,4,Line2,2,CNC_055,CA55,,0,0,CR552,0,0,CIRCUIT_LOAD
