Equipment.Id,time_step,time_index,ref_date,health_score,failure_rate_score,zscore_risk_score,temperature_trend_score,voltage_instability_score,maintenance_overdue_score,cost_at_risk_score,quality_failure_score,spec_violation_score,failure_rate,z_composite_mean,temperature_slope,voltage_cv,maintenance_overdue_days
CNC_021,9,9,2025-05-18 02:09:00,47.1,10.0,34.1,0.0,54.9,100.0,100.0,100.0,100.0,0.9,1.976,1.77999,0.0676,0
CNC_021,10,10,2025-05-18 02:24:00,46.1,9.1,34.9,0.0,48.9,100.0,100.0,100.0,100.0,0.9091,1.954,2.423,0.07661,0
CNC_021,11,11,2025-05-18 02:38:00,47.0,16.7,40.2,0.0,37.6,100.0,100.0,100.0,100.0,0.8333,1.795,2.17629,0.09367,0
CNC_021,12,12,2025-05-18 02:52:00,45.7,15.4,34.7,0.0,38.2,100.0,100.0,100.0,100.0,0.8462,1.96,1.67116,0.0927,0
CNC_021,13,13,2025-05-18 03:07:00,48.7,21.4,37.0,0.0,46.5,100.0,100.0,100.0,100.0,0.7857,1.89,1.2581,0.08028,0
CNC_021,14,14,2025-05-18 03:21:00,50.5,26.7,40.9,0.0,46.6,100.0,100.0,100.0,100.0,0.7333,1.772,1.46979,0.08007,0
CNC_021,15,15,2025-05-18 03:36:00,49.8,25.0,44.4,0.0,39.4,100.0,100.0,100.0,100.0,0.75,1.668,0.68168,0.09091,0
CNC_021,16,16,2025-05-18 03:50:00,49.0,23.5,41.0,0.0,40.4,100.0,100.0,100.0,100.0,0.7647,1.769,0.82251,0.08941,0
CNC_021,17,17,2025-05-18 04:04:00,58.3,22.2,48.5,52.3,42.3,100.0,100.0,100.0,100.0,0.7778,1.546,0.23833,0.08649,0
CNC_021,18,18,2025-05-18 04:19:00,50.7,21.1,49.7,0.0,43.9,100.0,100.0,100.0,100.0,0.7895,1.509,-0.62292,0.08422,0
CNC_021,19,19,2025-05-18 04:33:00,53.8,25.0,56.3,0.0,50.3,100.0,100.0,100.0,100.0,0.75,1.31,-1.70162,0.07458,0
CNC_021,20,20,2025-05-18 04:48:00,53.9,23.8,60.0,0.0,47.7,100.0,100.0,100.0,100.0,0.7619,1.201,-1.77675,0.07838,0
CNC_021,21,21,2025-05-18 05:02:00,53.0,27.3,62.6,0.0,33.2,100.0,100.0,100.0,100.0,0.7273,1.122,-2.52442,0.10015,0
CNC_021,22,22,2025-05-18 05:16:00,52.6,26.1,60.6,0.0,35.0,100.0,100.0,100.0,100.0,0.7391,1.183,-2.08906,0.09756,0
CNC_021,23,23,2025-05-18 05:31:00,52.7,29.2,58.7,0.0,34.0,100.0,100.0,100.0,100.0,0.7083,1.238,-2.11704,0.09895,0
CNC_021,24,24,2025-05-18 05:45:00,52.2,32.0,52.9,0.0,34.8,100.0,100.0,100.0,100.0,0.68,1.414,-1.7987,0.09779,0
CNC_021,25,25,2025-05-18 06:00:00,51.8,30.8,51.9,0.0,35.2,100.0,100.0,100.0,100.0,0.6923,1.442,-2.23623,0.09724,0
CNC_021,26,26,2025-05-18 06:14:00,54.3,33.3,58.3,0.0,40.0,100.0,100.0,100.0,100.0,0.6667,1.251,-1.58093,0.08994,0
CNC_021,27,27,2025-05-18 06:28:00,56.6,32.1,64.4,0.0,48.8,100.0,100.0,100.0,100.0,0.6786,1.068,-0.73269,0.07681,0
CNC_021,28,28,2025-05-18 06:43:00,58.5,31.0,73.7,0.0,50.5,100.0,100.0,100.0,100.0,0.6897,0.789,-0.66331,0.07425,0
CNC_021,29,29,2025-05-18 06:57:00,72.6,33.3,79.1,85.3,48.5,100.0,100.0,100.0,100.0,0.6667,0.627,0.07368,0.07725,0
CNC_022,5,5,2025-05-18 01:12:00,49.0,33.3,20.3,0.0,69.6,100.0,78.7,100.0,100.0,0.6667,2.39,2.37197,0.04564,0
CNC_022,6,6,2025-05-18 01:26:00,51.0,42.9,20.7,0.0,69.8,100.0,78.7,100.0,100.0,0.5714,2.379,1.62404,0.04535,0
CNC_022,7,7,2025-05-18 01:40:00,51.2,37.5,27.5,0.0,68.6,100.0,78.7,100.0,100.0,0.625,2.174,0.84914,0.04715,0
CNC_022,8,8,2025-05-18 01:55:00,55.8,33.3,41.3,16.3,70.5,100.0,78.7,100.0,100.0,0.6667,1.76,0.41829,0.04424,0
CNC_022,9,9,2025-05-18 02:09:00,68.8,30.0,47.2,98.7,71.0,100.0,78.7,100.0,100.0,0.7,1.584,0.00639,0.04354,0
CNC_022,10,10,2025-05-18 02:24:00,55.7,36.4,45.8,0.0,76.3,100.0,78.7,100.0,100.0,0.6364,1.625,-0.84044,0.0356,0
CNC_022,11,11,2025-05-18 02:38:00,56.3,33.3,49.3,0.0,79.0,100.0,78.7,100.0,100.0,0.6667,1.52,-1.61554,0.03148,0
CNC_022,12,12,2025-05-18 02:52:00,57.3,38.5,49.7,0.0,79.0,100.0,78.7,100.0,100.0,0.6154,1.51,-2.26457,0.03149,0
CNC_022,13,13,2025-05-18 03:07:00,56.7,35.7,44.8,0.0,85.1,100.0,78.7,100.0,100.0,0.6429,1.655,-1.96506,0.02236,0
CNC_022,14,14,2025-05-18 03:21:00,54.7,33.3,37.4,0.0,84.6,100.0,78.7,100.0,100.0,0.6667,1.879,-1.69284,0.02316,0
CNC_022,15,15,2025-05-18 03:36:00,53.6,31.2,34.2,0.0,83.9,100.0,78.7,100.0,100.0,0.6875,1.973,-2.09258,0.02408,0
CNC_022,16,16,2025-05-18 03:50:00,53.1,29.4,33.9,0.0,83.9,100.0,78.7,100.0,100.0,0.7059,1.982,-1.27843,0.02422,0
CNC_022,17,17,2025-05-18 04:04:00,51.8,27.8,30.2,0.0,82.5,100.0,78.7,100.0,100.0,0.7222,2.094,-0.90103,0.02619,0
CNC_022,18,18,2025-05-18 04:19:00,66.6,26.3,31.4,98.6,82.7,100.0,78.7,100.0,100.0,0.7368,2.057,0.00723,0.026,0
CNC_022,19,19,2025-05-18 04:33:00,54.0,25.0,43.8,0.0,82.3,100.0,78.7,100.0,100.0,0.75,1.686,0.54049,0.02656,0
CNC_022,20,20,2025-05-18 04:48:00,56.5,28.6,52.6,0.0,82.5,100.0,78.7,100.0,100.0,0.7143,1.423,0.6054,0.02618,0
CNC_022,21,21,2025-05-18 05:02:00,57.0,27.3,55.1,0.0,84.4,100.0,78.7,100.0,100.0,0.7273,1.346,1.20488,0.02337,0
CNC_022,22,22,2025-05-18 05:16:00,58.6,30.4,60.6,0.0,83.5,100.0,78.7,100.0,100.0,0.6957,1.182,1.23344,0.0248,0
CNC_022,23,23,2025-05-18 05:31:00,58.3,33.3,61.6,0.0,76.5,100.0,78.7,100.0,100.0,0.6667,1.152,0.55305,0.03525,0
CNC_022,24,24,2025-05-18 05:45:00,58.6,36.0,59.0,10.9,67.4,100.0,78.7,100.0,100.0,0.64,1.229,-0.44553,0.04896,0
CNC_022,25,25,2025-05-18 06:00:00,52.2,34.6,49.6,0.0,49.7,100.0,78.7,100.0,100.0,0.6538,1.513,-1.1942,0.07547,0
CNC_022,26,26,2025-05-18 06:14:00,50.5,37.0,44.8,0.0,41.7,100.0,78.7,100.0,100.0,0.6296,1.656,-1.17442,0.08749,0
CNC_022,27,27,2025-05-18 06:28:00,50.0,39.3,40.2,0.0,41.7,100.0,78.7,100.0,100.0,0.6071,1.794,-0.6826,0.08743,0
CNC_022,28,28,2025-05-18 06:43:00,50.2,37.9,32.0,15.8,39.9,100.0,78.7,100.0,100.0,0.6207,2.039,-0.42097,0.09017,0
CNC_022,29,29,2025-05-18 06:57:00,45.0,36.7,16.5,0.0,43.0,100.0,78.7,100.0,100.0,0.6333,2.505,-0.99746,0.08549,0
CNC_023,5,5,2025-05-18 01:12:00,39.4,33.3,38.0,0.0,5.9,100.0,42.6,100.0,100.0,0.6667,1.86,0.87765,0.14118,0
CNC_023,6,6,2025-05-18 01:26:00,37.6,28.6,34.7,0.0,4.4,100.0,42.6,100.0,100.0,0.7143,1.959,0.69946,0.1434,0
CNC_023,7,7,2025-05-18 01:40:00,37.3,25.0,33.5,0.0,9.0,100.0,42.6,100.0,100.0,0.75,1.996,0.95449,0.13655,0
CNC_023,8,8,2025-05-18 01:55:00,35.6,22.2,23.4,0.0,14.9,100.0,42.6,100.0,100.0,0.7778,2.297,1.40721,0.12762,0
CNC_023,9,9,2025-05-18 02:09:00,35.5,20.0,22.5,0.0,18.1,100.0,42.6,100.0,100.0,0.8,2.325,1.74503,0.12282,0
CNC_023,10,10,2025-05-18 02:24:00,39.3,27.3,24.4,0.0,31.3,100.0,42.6,100.0,100.0,0.7273,2.267,1.78966,0.10298,0
CNC_023,11,11,2025-05-18 02:38:00,42.8,33.3,28.3,0.0,41.1,100.0,42.6,100.0,100.0,0.6667,2.151,1.77764,0.08834,0
CNC_023,12,12,2025-05-18 02:52:00,43.9,30.8,35.8,0.0,42.4,100.0,42.6,100.0,100.0,0.6923,1.926,1.84104,0.08645,0
CNC_023,13,13,2025-05-18 03:07:00,44.8,28.6,43.6,0.0,40.9,100.0,42.6,100.0,100.0,0.7143,1.691,1.54469,0.08861,0
CNC_023,14,14,2025-05-18 03:21:00,44.4,26.7,49.8,0.0,32.5,100.0,42.6,100.0,100.0,0.7333,1.507,0.56682,0.10123,0
CNC_023,15,15,2025-05-18 03:36:00,61.7,31.2,58.4,99.3,30.5,100.0,42.6,100.0,100.0,0.6875,1.249,-0.00357,0.10419,0
CNC_023,16,16,2025-05-18 03:50:00,47.6,35.3,60.9,0.0,27.5,100.0,42.6,100.0,100.0,0.6471,1.173,-1.2045,0.10868,0
CNC_023,17,17,2025-05-18 04:04:00,48.3,33.3,60.8,0.0,35.0,100.0,42.6,100.0,100.0,0.6667,1.177,-1.85525,0.09749,0
CNC_023,18,18,2025-05-18 04:19:00,48.3,31.6,58.6,0.0,40.2,100.0,42.6,100.0,100.0,0.6842,1.241,-0.93716,0.08965,0
CNC_023,19,19,2025-05-18 04:33:00,47.3,30.0,59.3,0.0,34.6,100.0,42.6,100.0,100.0,0.7,1.22,-0.75451,0.09804,0
CNC_023,20,20,2025-05-18 04:48:00,55.0,28.6,48.3,81.6,21.1,100.0,42.6,100.0,100.0,0.7143,1.551,0.09202,0.11831,0
CNC_023,21,21,2025-05-18 05:02:00,53.4,31.8,42.5,76.4,18.5,100.0,42.6,100.0,100.0,0.6818,1.724,0.11779,0.12225,0
CNC_023,22,22,2025-05-18 05:16:00,39.8,30.4,39.4,0.0,10.5,100.0,42.6,100.0,100.0,0.6957,1.818,-0.9242,0.13428,0
CNC_023,23,23,2025-05-18 05:31:00,41.1,29.2,39.4,0.0,21.1,100.0,42.6,100.0,100.0,0.7083,1.819,-1.18362,0.11834,0
CNC_023,24,24,2025-05-18 05:45:00,40.0,28.0,34.9,0.0,20.8,100.0,42.6,100.0,100.0,0.72,1.954,-1.59833,0.11874,0
CNC_023,25,25,2025-05-18 06:00:00,40.3,26.9,40.3,0.0,17.2,100.0,42.6,100.0,100.0,0.7308,1.792,-2.32081,0.12425,0
CNC_023,26,26,2025-05-18 06:14:00,39.1,29.6,39.3,0.0,6.8,100.0,42.6,100.0,100.0,0.7037,1.82,-2.86683,0.13982,0
CNC_023,27,27,2025-05-18 06:28:00,38.8,28.6,38.3,0.0,7.9,100.0,42.6,100.0,100.0,0.7143,1.85,-3.2512,0.13819,0
CNC_023,28,28,2025-05-18 06:43:00,40.6,31.0,37.9,0.0,17.1,100.0,42.6,100.0,100.0,0.6897,1.862,-2.34431,0.12431,0
CNC_023,29,29,2025-05-18 06:57:00,41.2,30.0,36.2,0.0,24.3,100.0,42.6,100.0,100.0,0.7,1.914,-1.4559,0.11348,0
CNC_024,5,5,2025-05-18 01:12:00,52.9,33.3,45.0,0.0,73.2,100.0,62.3,100.0,100.0,0.6667,1.65,3.48818,0.04022,0
CNC_024,6,6,2025-05-18 01:26:00,55.3,42.9,45.9,0.0,75.5,100.0,62.3,100.0,100.0,0.5714,1.624,3.99423,0.03671,0
CNC_024,7,7,2025-05-18 01:40:00,55.1,50.0,41.7,0.0,70.3,100.0,62.3,100.0,100.0,0.5,1.748,3.9607,0.04449,0
CNC_024,8,8,2025-05-18 01:55:00,53.7,44.4,38.5,0.0,72.3,100.0,62.3,100.0,100.0,0.5556,1.845,3.73504,0.04162,0
CNC_024,9,9,2025-05-18 02:09:00,52.6,40.0,37.5,0.0,72.4,100.0,62.3,100.0,100.0,0.6,1.875,3.25807,0.04145,0
CNC_024,10,10,2025-05-18 02:24:00,52.8,36.4,40.4,0.0,74.7,100.0,62.3,100.0,100.0,0.6364,1.789,2.69977,0.03789,0
CNC_024,11,11,2025-05-18 02:38:00,51.7,33.3,41.5,0.0,69.8,100.0,62.3,100.0,100.0,0.6667,1.755,1.7869,0.04535,0
CNC_024,12,12,2025-05-18 02:52:00,50.7,30.8,45.7,0.0,60.8,100.0,62.3,100.0,100.0,0.6923,1.63,1.30135,0.05873,0
CNC_024,13,13,2025-05-18 03:07:00,63.3,35.7,53.3,84.8,43.4,100.0,62.3,100.0,100.0,0.6429,1.401,-0.07616,0.08492,0
CNC_024,14,14,2025-05-18 03:21:00,52.6,40.0,59.1,0.0,43.4,100.0,62.3,100.0,100.0,0.6,1.227,-1.42971,0.08485,0
CNC_024,15,15,2025-05-18 03:36:00,51.5,37.5,59.7,0.0,38.5,100.0,62.3,100.0,100.0,0.625,1.208,-1.99364,0.09225,0
CNC_024,16,16,2025-05-18 03:50:00,54.3,41.2,70.9,0.0,37.9,100.0,62.3,100.0,100.0,0.5882,0.874,-1.60896,0.0931,0
CNC_024,17,17,2025-05-18 04:04:00,57.0,38.9,76.9,0.0,50.4,100.0,62.3,100.0,100.0,0.6111,0.693,-2.27119,0.07433,0
CNC_024,18,18,2025-05-18 04:19:00,57.2,42.1,71.6,0.0,54.5,100.0,62.3,100.0,100.0,0.5789,0.851,-1.88961,0.06827,0
CNC_024,19,19,2025-05-18 04:33:00,54.6,40.0,65.8,0.0,48.0,100.0,62.3,100.0,100.0,0.6,1.026,-2.21289,0.07798,0
CNC_024,20,20,2025-05-18 04:48:00,53.3,42.9,59.4,0.0,44.1,100.0,62.3,100.0,100.0,0.5714,1.218,-1.77275,0.08381,0
CNC_024,21,21,2025-05-18 05:02:00,51.8,40.9,51.4,0.0,47.5,100.0,62.3,100.0,100.0,0.5909,1.458,-1.11463,0.07881,0
CNC_024,22,22,2025-05-18 05:16:00,49.0,39.1,43.9,0.0,41.4,100.0,62.3,100.0,100.0,0.6087,1.684,-0.69722,0.08791,0
CNC_024,23,23,2025-05-18 05:31:00,60.8,37.5,41.7,84.9,40.0,100.0,62.3,100.0,100.0,0.625,1.75,-0.07558,0.09004,0
CNC_024,24,24,2025-05-18 05:45:00,48.2,36.0,38.0,0.0,48.0,100.0,62.3,100.0,100.0,0.64,1.859,0.50093,0.07801,0
CNC_024,25,25,2025-05-18 06:00:00,48.6,38.5,36.9,0.0,48.9,100.0,62.3,100.0,100.0,0.6154,1.894,1.55037,0.07671,0
CNC_024,26,26,2025-05-18 06:14:00,47.2,37.0,31.0,0.0,49.4,100.0,62.3,100.0,100.0,0.6296,2.071,2.88252,0.0759,0
CNC_024,27,27,2025-05-18 06:28:00,48.0,35.7,26.6,0.0,61.7,100.0,62.3,100.0,100.0,0.6429,2.202,3.49896,0.05748,0
CNC_024,28,28,2025-05-18 06:43:00,48.3,34.5,22.9,0.0,70.6,100.0,62.3,100.0,100.0,0.6552,2.313,3.44056,0.04413,0
CNC_024,29,29,2025-05-18 06:57:00,48.4,33.3,23.2,0.0,72.6,100.0,62.3,100.0,100.0,0.6667,2.304,2.80278,0.04108,0
CNC_025,5,5,2025-05-18 01:12:00,31.6,33.3,48.4,0.0,35.3,100.0,0.0,0.0,0.0,0.6667,1.547,1.2903,0.09707,0
CNC_025,6,6,2025-05-18 01:26:00,30.9,28.6,46.7,0.0,38.8,100.0,0.0,0.0,0.0,0.7143,1.6,1.3854,0.09182,0
CNC_025,7,7,2025-05-18 01:40:00,29.0,25.0,44.7,0.0,33.6,100.0,0.0,0.0,0.0,0.75,1.658,1.54872,0.09962,0
CNC_025,8,8,2025-05-18 01:55:00,28.5,22.2,51.7,0.0,24.9,100.0,0.0,0.0,0.0,0.7778,1.449,1.48319,0.11263,0
CNC_025,9,9,2025-05-18 02:09:00,29.3,30.0,56.7,0.0,12.9,100.0,0.0,0.0,0.0,0.7,1.298,1.05507,0.13069,0
CNC_025,10,10,2025-05-18 02:24:00,29.4,36.4,53.9,0.0,9.0,100.0,0.0,0.0,0.0,0.6364,1.382,0.72611,0.13656,0
CNC_025,11,11,2025-05-18 02:38:00,31.2,41.7,57.4,0.0,9.2,100.0,0.0,0.0,0.0,0.5833,1.279,-0.75805,0.13615,0
CNC_025,12,12,2025-05-18 02:52:00,31.7,38.5,57.6,0.0,16.3,100.0,0.0,0.0,0.0,0.6154,1.272,-1.81774,0.1256,0
CNC_025,13,13,2025-05-18 03:07:00,29.9,35.7,51.9,0.0,16.1,100.0,0.0,0.0,0.0,0.6429,1.444,-1.68372,0.12582,0
CNC_025,14,14,2025-05-18 03:21:00,29.4,33.3,48.8,0.0,19.9,100.0,0.0,0.0,0.0,0.6667,1.535,-2.03148,0.12018,0
CNC_025,15,15,2025-05-18 03:36:00,33.5,37.5,54.9,0.0,33.5,100.0,0.0,0.0,0.0,0.625,1.354,-2.44524,0.0998,0
CNC_025,16,16,2025-05-18 03:50:00,36.2,35.3,57.2,0.0,51.1,100.0,0.0,0.0,0.0,0.6471,1.283,-1.90584,0.07335,0
CNC_025,17,17,2025-05-18 04:04:00,38.1,33.3,60.2,0.0,62.8,100.0,0.0,0.0,0.0,0.6667,1.193,-0.89006,0.05586,0
CNC_025,18,18,2025-05-18 04:19:00,44.4,31.6,61.3,38.2,67.5,100.0,0.0,0.0,0.0,0.6842,1.161,-0.30899,0.04874,0
CNC_025,19,19,2025-05-18 04:33:00,52.6,30.0,63.6,95.6,63.5,100.0,0.0,0.0,0.0,0.7,1.093,0.02189,0.0547,0
CNC_025,20,20,2025-05-18 04:48:00,52.2,28.6,61.7,97.5,63.4,100.0,0.0,0.0,0.0,0.7143,1.148,0.01259,0.05489,0
CNC_025,21,21,2025-05-18 05:02:00,37.1,31.8,55.6,0.0,64.2,100.0,0.0,0.0,0.0,0.6818,1.331,0.74144,0.0537,0
CNC_025,22,22,2025-05-18 05:16:00,33.5,30.4,43.0,0.0,58.9,100.0,0.0,0.0,0.0,0.6957,1.711,0.9576,0.06161,0
CNC_025,23,23,2025-05-18 05:31:00,28.6,29.2,23.8,0.0,53.6,100.0,0.0,0.0,0.0,0.7083,2.287,1.91328,0.06967,0
CNC_025,24,24,2025-05-18 05:45:00,20.8,28.0,0.0,0.0,34.4,100.0,0.0,0.0,0.0,0.72,3.31,2.22782,0.09833,0
CNC_025,25,25,2025-05-18 06:00:00,19.0,26.9,0.0,0.0,24.1,100.0,0.0,0.0,0.0,0.7308,4.309,2.3405,0.11392,0
CNC_025,26,26,2025-05-18 06:14:00,19.2,25.9,0.0,0.0,26.7,100.0,0.0,0.0,0.0,0.7407,5.278,2.09375,0.10991,0
CNC_025,27,27,2025-05-18 06:28:00,19.4,25.0,0.0,0.0,29.7,100.0,0.0,0.0,0.0,0.75,6.293,1.24591,0.10551,0
CNC_025,28,28,2025-05-18 06:43:00,31.5,24.1,0.0,74.6,36.4,100.0,0.0,0.0,0.0,0.7586,6.783,0.127,0.09536,0
CNC_025,29,29,2025-05-18 06:57:00,22.1,23.3,0.0,0.0,49.5,100.0,0.0,0.0,0.0,0.7667,7.21,-0.67618,0.0757,0
CNC_026,5,5,2025-05-18 01:12:00,43.1,50.0,28.5,0.0,77.9,100.0,57.5,0.0,0.0,0.5,2.144,-2.24248,0.03319,0
CNC_026,6,6,2025-05-18 01:26:00,40.3,42.9,20.0,0.0,79.6,100.0,57.5,0.0,0.0,0.5714,2.401,-2.09532,0.03058,0
CNC_026,7,7,2025-05-18 01:40:00,41.7,37.5,31.3,0.0,81.0,100.0,57.5,0.0,0.0,0.625,2.06,-1.70255,0.02854,0
CNC_026,8,8,2025-05-18 01:55:00,44.1,33.3,47.2,0.0,81.6,100.0,57.5,0.0,0.0,0.6667,1.585,-1.09403,0.02762,0
CNC_026,9,9,2025-05-18 02:09:00,44.2,30.0,52.5,0.0,79.7,100.0,57.5,0.0,0.0,0.7,1.424,-0.63021,0.03039,0
CNC_026,10,10,2025-05-18 02:24:00,46.9,27.3,53.3,20.9,79.4,100.0,57.5,0.0,0.0,0.7273,1.401,0.39561,0.03084,0
CNC_026,11,11,2025-05-18 02:38:00,43.9,25.0,51.5,0.0,85.3,100.0,57.5,0.0,0.0,0.75,1.454,0.64065,0.02211,0
CNC_026,12,12,2025-05-18 02:52:00,41.9,30.8,40.9,0.0,79.1,100.0,57.5,0.0,0.0,0.6923,1.774,1.02605,0.03128,0
CNC_026,13,13,2025-05-18 03:07:00,41.6,28.6,45.7,0.0,73.5,100.0,57.5,0.0,0.0,0.7143,1.628,1.94477,0.03977,0
CNC_026,14,14,2025-05-18 03:21:00,37.5,26.7,36.1,0.0,61.4,100.0,57.5,0.0,0.0,0.7333,1.916,2.01962,0.05785,0
CNC_026,15,15,2025-05-18 03:36:00,33.9,25.0,21.6,0.0,58.6,100.0,57.5,0.0,0.0,0.75,2.352,1.54703,0.06213,0
CNC_026,16,16,2025-05-18 03:50:00,31.9,23.5,15.1,0.0,56.2,100.0,57.5,0.0,0.0,0.7647,2.547,1.62474,0.06567,0
CNC_026,17,17,2025-05-18 04:04:00,30.4,22.2,11.3,0.0,53.3,100.0,57.5,0.0,0.0,0.7778,2.661,1.45728,0.07009,0
CNC_026,18,18,2025-05-18 04:19:00,31.7,26.3,9.6,0.0,58.6,100.0,57.5,0.0,0.0,0.7368,2.711,1.6536,0.06204,0
CNC_026,19,19,2025-05-18 04:33:00,33.3,30.0,17.2,0.0,53.9,100.0,57.5,0.0,0.0,0.7,2.485,1.30393,0.06912,0
CNC_026,20,20,2025-05-18 04:48:00,49.3,33.3,33.0,80.1,55.2,100.0,57.5,0.0,0.0,0.6667,2.01,-0.09958,0.06714,0
CNC_026,21,21,2025-05-18 05:02:00,40.0,31.8,44.4,0.0,60.2,100.0,57.5,0.0,0.0,0.6818,1.667,-1.16903,0.05971,0
CNC_026,22,22,2025-05-18 05:16:00,42.6,30.4,59.2,0.0,59.7,100.0,57.5,0.0,0.0,0.6957,1.225,-1.11303,0.06048,0
CNC_026,23,23,2025-05-18 05:31:00,41.6,29.2,57.4,0.0,57.2,100.0,57.5,0.0,0.0,0.7083,1.279,-1.95743,0.06414,0
CNC_026,24,24,2025-05-18 05:45:00,43.3,32.0,60.4,0.0,60.3,100.0,57.5,0.0,0.0,0.68,1.189,-2.93715,0.05949,0
CNC_026,25,25,2025-05-18 06:00:00,43.1,30.8,60.0,0.0,61.4,100.0,57.5,0.0,0.0,0.6923,1.201,-3.04894,0.0579,0
CNC_026,26,26,2025-05-18 06:14:00,42.8,29.6,57.4,0.0,64.4,100.0,57.5,0.0,0.0,0.7037,1.279,-2.5856,0.05344,0
CNC_026,27,27,2025-05-18 06:28:00,43.5,32.1,51.0,0.0,73.9,100.0,57.5,0.0,0.0,0.6786,1.471,-1.84962,0.03915,0
CNC_026,28,28,2025-05-18 06:43:00,41.4,31.0,47.4,0.0,66.5,100.0,57.5,0.0,0.0,0.6897,1.577,-1.58562,0.05028,0
CNC_026,29,29,2025-05-18 06:57:00,40.1,33.3,39.1,0.0,65.8,100.0,57.5,0.0,0.0,0.6667,1.827,-0.98923,0.05137,0
CNC_027,5,5,2025-05-18 01:12:00,62.7,66.7,59.9,0.0,49.6,100.0,100.0,100.0,100.0,0.3333,1.204,3.87058,0.07555,0
CNC_027,6,6,2025-05-18 01:26:00,61.7,57.1,61.3,0.0,53.5,100.0,100.0,100.0,100.0,0.4286,1.16,3.24226,0.0697,0
CNC_027,7,7,2025-05-18 01:40:00,60.4,50.0,60.3,0.0,55.8,100.0,100.0,100.0,100.0,0.5,1.192,2.49762,0.06631,0
CNC_027,8,8,2025-05-18 01:55:00,60.1,44.4,62.5,0.0,58.3,100.0,100.0,100.0,100.0,0.5556,1.125,1.87054,0.06256,0
CNC_027,9,9,2025-05-18 02:09:00,60.0,40.0,65.6,0.0,59.2,100.0,100.0,100.0,100.0,0.6,1.031,1.43564,0.0612,0
CNC_027,10,10,2025-05-18 02:24:00,61.4,36.4,66.8,0.9,71.0,100.0,100.0,100.0,100.0,0.6364,0.996,0.4953,0.0435,0
CNC_027,11,11,2025-05-18 02:38:00,72.3,33.3,68.7,72.0,74.0,100.0,100.0,100.0,100.0,0.6667,0.938,-0.14016,0.03897,0
CNC_027,12,12,2025-05-18 02:52:00,68.4,30.8,63.1,57.3,73.8,100.0,100.0,100.0,100.0,0.6923,1.106,-0.21342,0.03937,0
CNC_027,13,13,2025-05-18 03:07:00,72.9,28.6,63.8,89.0,73.9,100.0,100.0,100.0,100.0,0.7143,1.087,0.05505,0.03912,0
CNC_027,14,14,2025-05-18 03:21:00,59.6,26.7,67.0,0.0,72.7,100.0,100.0,100.0,100.0,0.7333,0.991,0.76258,0.04091,0
CNC_027,15,15,2025-05-18 03:36:00,62.4,31.2,62.4,17.2,73.8,100.0,100.0,100.0,100.0,0.6875,1.129,0.41398,0.03935,0
CNC_027,16,16,2025-05-18 03:50:00,56.7,29.4,50.0,0.0,72.2,100.0,100.0,100.0,100.0,0.7059,1.499,0.96407,0.04164,0
CNC_027,17,17,2025-05-18 04:04:00,57.1,27.8,53.4,0.0,72.3,100.0,100.0,100.0,100.0,0.7222,1.397,1.40046,0.04148,0
CNC_027,18,18,2025-05-18 04:19:00,55.7,26.3,51.0,0.0,68.2,100.0,100.0,100.0,100.0,0.7368,1.469,0.74863,0.04769,0
CNC_027,19,19,2025-05-18 04:33:00,54.6,25.0,44.9,0.0,70.7,100.0,100.0,100.0,100.0,0.75,1.653,0.60182,0.04401,0
CNC_027,20,20,2025-05-18 04:48:00,65.8,28.6,43.4,89.0,53.9,100.0,100.0,100.0,100.0,0.7143,1.697,0.05506,0.06912,0
CNC_027,21,21,2025-05-18 05:02:00,53.1,27.3,51.6,0.0,49.0,100.0,100.0,100.0,100.0,0.7273,1.451,-0.70944,0.07648,0
CNC_027,22,22,2025-05-18 05:16:00,58.4,26.1,52.3,34.1,50.6,100.0,100.0,100.0,100.0,0.7391,1.431,-0.32971,0.07411,0
CNC_027,23,23,2025-05-18 05:31:00,53.8,25.0,52.9,0.0,54.9,100.0,100.0,100.0,100.0,0.75,1.413,-0.74244,0.06769,0
CNC_027,24,24,2025-05-18 05:45:00,51.1,24.0,47.8,0.0,45.2,100.0,100.0,100.0,100.0,0.76,1.567,-1.89555,0.08222,0
CNC_027,25,25,2025-05-18 06:00:00,48.4,23.1,39.8,0.0,38.8,100.0,100.0,100.0,100.0,0.7692,1.805,-2.53364,0.09178,0
CNC_027,26,26,2025-05-18 06:14:00,47.6,22.2,34.1,0.0,42.3,100.0,100.0,100.0,100.0,0.7778,1.977,-1.86131,0.08661,0
CNC_027,27,27,2025-05-18 06:28:00,47.9,21.4,28.4,0.0,52.6,100.0,100.0,100.0,100.0,0.7857,2.147,-1.62879,0.07111,0
CNC_027,28,28,2025-05-18 06:43:00,47.4,20.7,23.8,0.0,56.8,100.0,100.0,100.0,100.0,0.7931,2.287,-1.46344,0.06484,0
CNC_027,29,29,2025-05-18 06:57:00,48.7,23.3,24.1,0.0,61.2,100.0,100.0,100.0,100.0,0.7667,2.276,-0.60404,0.05814,0
CNC_028,5,5,2025-05-18 01:12:00,43.7,33.3,27.8,0.0,48.3,100.0,42.8,100.0,100.0,0.6667,2.165,-1.90168,0.07762,0
