machine_id,anomaly_score,health_score,trend_score,maintenance_priority,maintenance_strategy,predicted_risk,primary_pattern,recommended_action,spare_parts,technician_type,technician_count,tech_cost_tier,tech_labor_savings,estimated_duration_hours,recommended_downtime_window,downtime_start,scheduled_day,production_impact,estimated_cost,acceptance_standard,sla_target_hours,trigger_threshold,execution_status,reasoning,maintenance_suggestion,priority,alert_level,action_type,cost_at_risk,urgency_score,recommended_window_days,expected_savings
CNC_091,0.5851,43.2000,0.2398,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.1000,night,2026-06-14 22:00:00,-1,286.8200,1923.9000,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[中风险等级 | 夜间窗口] 加密监控：预计1.1h，备件=[o-ring_set]，估算成本=$1,924，日产值风险=$6,258。故障模式：正常。验收标准：参照正常类验收规则执行。",32,WARNING,increase_monitoring,6258.0000,66.0000,1,4380.6000
CNC_091,0.5851,43.2000,0.2398,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.1000,night,2026-06-14 22:00:00,-1,286.8200,1923.9000,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[中风险等级 | 夜间窗口] 加密监控：预计1.1h，备件=[o-ring_set]，估算成本=$1,924，日产值风险=$6,258。故障模式：正常。验收标准：参照正常类验收规则执行。",33,WARNING,increase_monitoring,6258.0000,66.0000,1,4380.6000
CNC_091,0.5851,43.2000,0.2398,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.1000,night,2026-06-14 22:00:00,-1,286.8200,1923.9000,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[中风险等级 | 夜间窗口] 加密监控：预计1.1h，备件=[o-ring_set]，估算成本=$1,924，日产值风险=$6,258。故障模式：正常。验收标准：参照正常类验收规则执行。",34,WARNING,increase_monitoring,6258.0000,66.0000,1,4380.6000
CNC_095,0.5838,40.7000,0.0956,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.3000,night,2026-06-16 02:51:08,2,339.6200,1558.3000,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.3h，备件=[o-ring_set]，估算成本=$1,558，日产值风险=$6,270。故障模式：正常。验收标准：参照正常类验收规则执行。",35,WARNING,increase_monitoring,5016.0000,66.0000,1,3511.2000
CNC_095,0.5838,40.7000,0.0956,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.3000,night,2026-06-14 22:00:00,-1,339.6200,1558.3000,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.3h，备件=[o-ring_set]，估算成本=$1,558，日产值风险=$6,270。故障模式：正常。验收标准：参照正常类验收规则执行。",36,WARNING,increase_monitoring,5016.0000,66.0000,1,3511.2000
CNC_083,0.5821,44.2000,0.2284,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.2000,night,2026-06-16 02:51:08,2,338.4000,1836.7500,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[中风险等级 | 夜间窗口] 加密监控：预计1.2h，备件=[o-ring_set]，估算成本=$1,837，日产值风险=$6,768。故障模式：正常。验收标准：参照正常类验收规则执行。",37,WARNING,increase_monitoring,5955.8400,66.0000,1,4169.0900
CNC_049,0.5744,38.6000,0.2353,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-16 02:51:08,2,335.1800,1573.9400,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,574，日产值风险=$5,746。故障模式：正常。验收标准：参照正常类验收规则执行。",38,WARNING,increase_monitoring,5056.4800,66.0000,1,3539.5400
CNC_049,0.5744,38.6000,0.2353,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,335.1800,1573.9400,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,574，日产值风险=$5,746。故障模式：正常。验收标准：参照正常类验收规则执行。",39,WARNING,increase_monitoring,5056.4800,66.0000,1,3539.5400
CNC_049,0.5744,38.6000,0.2353,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,335.1800,1573.9400,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,574，日产值风险=$5,746。故障模式：正常。验收标准：参照正常类验收规则执行。",40,WARNING,increase_monitoring,5056.4800,66.0000,1,3539.5400
CNC_049,0.5744,38.6000,0.2353,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,335.1800,1573.9400,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,574，日产值风险=$5,746。故障模式：正常。验收标准：参照正常类验收规则执行。",41,WARNING,increase_monitoring,5056.4800,66.0000,1,3539.5400
CNC_049,0.5744,38.6000,0.2353,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,335.1800,1573.9400,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,574，日产值风险=$5,746。故障模式：正常。验收标准：参照正常类验收规则执行。",42,WARNING,increase_monitoring,5056.4800,66.0000,1,3539.5400
CNC_049,0.5744,38.6000,0.2353,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,335.1800,1573.9400,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,574，日产值风险=$5,746。故障模式：正常。验收标准：参照正常类验收规则执行。",43,WARNING,increase_monitoring,5056.4800,66.0000,1,3539.5400
CNC_049,0.5744,38.6000,0.2353,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,335.1800,1573.9400,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,574，日产值风险=$5,746。故障模式：正常。验收标准：参照正常类验收规则执行。",44,WARNING,increase_monitoring,5056.4800,66.0000,1,3539.5400
CNC_049,0.5744,38.6000,0.2353,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,335.1800,1573.9400,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,574，日产值风险=$5,746。故障模式：正常。验收标准：参照正常类验收规则执行。",45,WARNING,increase_monitoring,5056.4800,66.0000,1,3539.5400
CNC_049,0.5744,38.6000,0.2353,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,335.1800,1573.9400,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,574，日产值风险=$5,746。故障模式：正常。验收标准：参照正常类验收规则执行。",46,WARNING,increase_monitoring,5056.4800,66.0000,1,3539.5400
CNC_070,0.5688,41.2000,0.3446,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-16 02:51:08,2,320.5400,1507.6800,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,508，日产值风险=$5,495。故障模式：正常。验收标准：参照正常类验收规则执行。",47,WARNING,increase_monitoring,4835.6000,55.0000,1,3384.9200
CNC_070,0.5688,41.2000,0.3446,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,320.5400,1507.6800,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,508，日产值风险=$5,495。故障模式：正常。验收标准：参照正常类验收规则执行。",48,WARNING,increase_monitoring,4835.6000,55.0000,1,3384.9200
CNC_070,0.5688,41.2000,0.3446,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,320.5400,1507.6800,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,508，日产值风险=$5,495。故障模式：正常。验收标准：参照正常类验收规则执行。",49,WARNING,increase_monitoring,4835.6000,55.0000,1,3384.9200
CNC_070,0.5688,41.2000,0.3446,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.4000,night,2026-06-14 22:00:00,-1,320.5400,1507.6800,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.4h，备件=[o-ring_set]，估算成本=$1,508，日产值风险=$5,495。故障模式：正常。验收标准：参照正常类验收规则执行。",50,WARNING,increase_monitoring,4835.6000,55.0000,1,3384.9200
CNC_028,0.5506,33.2000,0.3070,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.3000,night,2026-06-16 02:51:08,2,296.5100,1432.9500,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.3h，备件=[o-ring_set]，估算成本=$1,433，日产值风险=$5,474。故障模式：正常。验收标准：参照正常类验收规则执行。",51,WARNING,increase_monitoring,4598.1600,55.0000,1,3218.7100
CNC_079,0.4807,48.1000,0.1301,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.1000,night,2026-06-16 02:51:08,2,267.5700,1587.7300,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.1h，备件=[o-ring_set]，估算成本=$1,588，日产值风险=$5,838。故障模式：正常。验收标准：参照正常类验收规则执行。",52,WARNING,increase_monitoring,5137.4400,66.0000,1,3596.2100
CNC_079,0.4807,48.1000,0.1301,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.1000,night,2026-06-14 22:00:00,-1,267.5700,1587.7300,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.1h，备件=[o-ring_set]，估算成本=$1,588，日产值风险=$5,838。故障模式：正常。验收标准：参照正常类验收规则执行。",53,WARNING,increase_monitoring,5137.4400,66.0000,1,3596.2100
CNC_079,0.4807,48.1000,0.1301,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.1000,night,2026-06-14 22:00:00,-1,267.5700,1587.7300,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.1h，备件=[o-ring_set]，估算成本=$1,588，日产值风险=$5,838。故障模式：正常。验收标准：参照正常类验收规则执行。",54,WARNING,increase_monitoring,5137.4400,66.0000,1,3596.2100
CNC_079,0.4807,48.1000,0.1301,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.1000,night,2026-06-14 22:00:00,-1,267.5700,1587.7300,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.1h，备件=[o-ring_set]，估算成本=$1,588，日产值风险=$5,838。故障模式：正常。验收标准：参照正常类验收规则执行。",55,WARNING,increase_monitoring,5137.4400,66.0000,1,3596.2100
CNC_079,0.4807,48.1000,0.1301,P2,quality_first,WARNING,normal,increase_monitoring,"[""o-ring_set""]",junior_technician,1,standard,0.0000,1.1000,night,2026-06-14 22:00:00,-1,267.5700,1587.7300,[UC-01] 维修后24小时内无告警复现: 维修后alert_level = NORMAL 持续24小时,24.0000,"alarm>=0.6, warning>=0.4, watch>=0.25, max_orders=30, merge_downtime=False",pending,质量优先策略：夜间窗口进行最快无损修复,"[低风险等级 | 夜间窗口] 加密监控：预计1.1h，备件=[o-ring_set]，估算成本=$1,588，日产值风险=$5,838。故障模式：正常。验收标准：参照正常类验收规则执行。",56,WARNING,increase_monitoring,5137.4400,66.0000,1,3596.2100
